,Origin,Destination,ShortName,TimeRetr,Route,Dist,CurrentTime,TimeRange,url,nDist,nTime
157,6,20,Sky,2015-08-15 16:00:44.348740,I-88 E and I-290 E,45.0 miles,1 h 14 min,59 min - 1 h 43 min,"https://www.google.com/maps/dir/1803+Freedom+Dr,+Naperville,+IL+60563/41.658386,+-87.559140/@41.7317229,-87.5580291,1323m/data=!3m1!1e3!4m24!4m23!1m15!1m1!1s0x880e56f521b60a85:0x3e03eb88f00fed78!2m2!1d-88.1267321!2d41.8038172!3m4!1m2!1d-87.760533!2d41.8712415!3s0x880e336e84b8f451:0xe6ae810c3a261788!3m4!1m2!1d-87.5547442!2d41.7281955!3s0x880e27e4250384c1:0x622b48143bf55696!1m5!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3e0",45.0,74
48,6,21,Sky,2015-08-15 16:00:04.306795,I-90 E,59.4 miles,1 h 26 min,1 h 10 min - 1 h 56 min,"https://www.google.com/maps/dir/1803+Freedom+Dr,+Naperville,+IL+60563/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/@41.6434575,-87.588063,73280m/data=!3m1!1e3!4m24!4m23!1m15!1m1!1s0x880e56f521b60a85:0x3e03eb88f00fed78!2m2!1d-88.1267321!2d41.8038172!3m4!1m2!1d-87.8064589!2d41.8736858!3s0x880e34e5fcbcbf55:0x1fe4d27c770a3127!3m4!1m2!1d-87.5195057!2d41.6663151!3s0x8811d8c7efa45113:0x65455df9652b3d6!1m5!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3e0",59.4,86
61,6,21,BF_DR,2015-08-15 16:00:09.048634,I-55 N and I-94 E,68.4 miles,1 h 32 min,1 h 21 min - 1 h 54 min,"https://www.google.com/maps/dir/1803+Freedom+Dr,+Naperville,+IL+60563/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/@41.7912426,-87.6760889,43608m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x880e56f521b60a85:0x3e03eb88f00fed78!2m2!1d-88.1267321!2d41.8038172!3m4!1m2!1d-87.5831642!2d41.6045995!3s0x880e21b215cb5527:0xe384629c3b5917f5!1m5!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!2m1!2b1!3e0",68.4,92
98,6,21,TRI,2015-08-15 16:00:22.896619,I-294 S,55.7 miles,54 min,54 min - 1 h 2 min,"https://www.google.com/maps/dir/1803+Freedom+Dr,+Naperville,+IL+60563/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/@41.5498174,-87.6059394,73317m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e56f521b60a85:0x3e03eb88f00fed78!2m2!1d-88.1267321!2d41.8038172!3m4!1m2!1d-87.7252495!2d41.6518305!3s0x880e3c9b13abcd19:0x3ca3c2c7bf9d6fca!1m5!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3e0",55.7,54
57,6,22,TRI,2015-08-15 16:00:07.621726,I-294 S,57.8 miles,58 min,58 min - 1 h 7 min,"https://www.google.com/maps/dir/1803+Freedom+Dr,+Naperville,+IL+60563/598+E+Dunes+Hwy,+Gary,+IN+46402/@41.5901625,-87.6815242,30808m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e56f521b60a85:0x3e03eb88f00fed78!2m2!1d-88.1267321!2d41.8038172!3m4!1m2!1d-87.6819331!2d41.6084128!3s0x880e22db8fead595:0xdabd79aa1379a502!1m5!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3e0",57.8,58
69,6,22,Sky,2015-08-15 16:00:12.117406,I-90 E,57.2 miles,1 h 21 min,1 h 4 min - 1 h 49 min,"https://www.google.com/maps/dir/1803+Freedom+Dr,+Naperville,+IL+60563/598+E+Dunes+Hwy,+Gary,+IN+46402/@41.5741523,-87.5148541,36645m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e56f521b60a85:0x3e03eb88f00fed78!2m2!1d-88.1267321!2d41.8038172!3m4!1m2!1d-87.8738089!2d41.8707252!3s0x880e4a92ae5615c9:0x53aea358eca47357!1m5!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3e0",57.2,81
1,6,23,TRI,2015-08-15 15:59:47.033931,I-294 S,52.5 miles,56 min,55 min - 1 h 5 min,"https://www.google.com/maps/dir/1803+Freedom+Dr,+Naperville,+IL+60563/899+E+Chicago+Ave,+East+Chicago,+IN+46312/@41.622529,-87.7105017,25913m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e56f521b60a85:0x3e03eb88f00fed78!2m2!1d-88.1267321!2d41.8038172!3m4!1m2!1d-87.6811265!2d41.5864985!3s0x880e22a3113b6913:0x6adcc275b5776b45!1m5!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!3e0",52.5,56
106,6,23,Sky,2015-08-15 16:00:25.760497,I-90 E,50.2 miles,1 h 15 min,1 h 1 min - 1 h 36 min,"https://www.google.com/maps/dir/1803+Freedom+Dr,+Naperville,+IL+60563/899+E+Chicago+Ave,+East+Chicago,+IN+46312/@41.6222878,-87.5478977,25909m/data=!3m1!1e3!4m29!4m28!1m20!1m1!1s0x880e56f521b60a85:0x3e03eb88f00fed78!2m2!1d-88.1267321!2d41.8038172!3m4!1m2!1d-87.8789664!2d41.8699971!3s0x880e4af202523f7f:0x27c85d85a91b6cbe!3m4!1m2!1d-87.867566!2d41.8709018!3s0x880e4a9033ac5f9f:0x17dd1645e6cc8b89!3m4!1m2!1d-87.8441937!2d41.8711158!3s0x880e356e4b146355:0x8e14fef42c33a4a7!1m5!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!3e0",50.2,75
28,6,25,TRI,2015-08-15 15:59:57.024034,I-294 S,86.5 miles,1 h 24 min,1 h 24 min - 1 h 35 min,"https://www.google.com/maps/dir/1803+Freedom+Dr,+Naperville,+IL+60563/199+E+Indiana+Ave,+Kouts,+IN+46347/@41.6435841,-87.6452695,21814m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e56f521b60a85:0x3e03eb88f00fed78!2m2!1d-88.1267321!2d41.8038172!3m4!1m2!1d-87.6810744!2d41.5851845!3s0x880e22a3a514b61d:0x66c640a73017239a!1m5!1m1!1s0x8811867e866ea59f:0x18dd56f7f4a462dd!2m2!1d-87.0246114!2d41.3183005!3e0",86.5,84
117,6,25,Sky,2015-08-15 16:00:29.878001,I-90 E,91.7 miles,1 h 55 min,1 h 38 min - 2 h 28 min,"https://www.google.com/maps/dir/1803+Freedom+Dr,+Naperville,+IL+60563/199+E+Indiana+Ave,+Kouts,+IN+46347/@41.7019116,-87.693544,30856m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e56f521b60a85:0x3e03eb88f00fed78!2m2!1d-88.1267321!2d41.8038172!3m4!1m2!1d-87.8524483!2d41.8709061!3s0x880e3562dcf6dd2d:0x1c14841ecb4211a4!1m5!1m1!1s0x8811867e866ea59f:0x18dd56f7f4a462dd!2m2!1d-87.0246114!2d41.3183005!3e0",91.7,115
63,6,26,Sky,2015-08-15 16:00:09.804265,I-90 E,67.1 miles,1 h 30 min,1 h 14 min - 2 h,"https://www.google.com/maps/dir/Freedom+Dr,+Naperville,+IL+60563/41.5881995,-87.1836656/@41.6065226,-87.5237001,11.75z/data=!4m14!4m13!1m10!1m1!1s0x880e56f4ab140e3f:0xa2bceb0e6426ab4d!2m2!1d-88.1257984!2d41.8047989!3m4!1m2!1d-87.8518324!2d41.8706843!3s0x880e35634379f097:0xd4a6e20e28177cf9!1m0!3e0",67.1,90
152,6,26,TRI,2015-08-15 16:00:42.555091,I-294 S and I-80 E,65.2 miles,1 h 2 min,1 h 2 min - 1 h 11 min,"https://www.google.com/maps/dir/Freedom+Dr,+Naperville,+IL+60563/41.5881995,-87.1836656/@41.5919292,-87.6628938,12.5z/data=!4m14!4m13!1m10!1m1!1s0x880e56f4ab140e3f:0xa2bceb0e6426ab4d!2m2!1d-88.1257984!2d41.8047989!3m4!1m2!1d-87.6802413!2d41.5827598!3s0x880e22a3d5534da5:0x7bac4d26791d66d8!1m0!3e0",65.2,62
25,8,20,BF,2015-08-15 15:59:55.557459,S Stony Island Ave and I-94 E,8.5 miles,18 min,15 - 25 min,"https://www.google.com/maps/dir/875+E+87th+St,+Chicago,+IL+60619/41.658386,+-87.559140/@41.6976339,-87.6187709,10889m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e28a08ee8fa79:0xbbb3cf56caa61ee8!2m2!1d-87.60178!2d41.736518!3m4!1m2!1d-87.5912248!2d41.7035822!3s0x880e265afb2f82df:0xed8f2224e43eaeed!1m5!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3e0",8.5,18
56,8,20,Sky,2015-08-15 16:00:07.238556,I-90 E and S Torrence Ave,10.5 miles,25 min,22 - 29 min,"https://www.google.com/maps/dir/875+E+87th+St,+Chicago,+IL+60619/41.658386,+-87.559140/@41.7434454,-87.5981787,5433m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e28a08ee8fa79:0xbbb3cf56caa61ee8!2m2!1d-87.60178!2d41.736518!3m4!1m2!1d-87.588416!2d41.7515664!3s0x880e289263c48c93:0x9e9881ae5404b94!1m5!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3e0",10.5,25
88,8,21,BF,2015-08-15 16:00:19.192923,I-94 E,25.9 miles,36 min,31 - 43 min,"https://www.google.com/maps/dir/875+E+87th+St,+Chicago,+IL+60619/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/@41.6003097,-87.4860829,36640m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e28a08ee8fa79:0xbbb3cf56caa61ee8!2m2!1d-87.60178!2d41.736518!3m4!1m2!1d-87.5785909!2d41.6414008!3s0x880e20d8ae494f1f:0xe04c790bc9eb5adc!1m5!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3e0",25.9,36
95,8,21,Sky,2015-08-15 16:00:21.750182,I-90 E,23.0 miles,35 min,32 - 40 min,"https://www.google.com/maps/dir/875+E+87th+St,+Chicago,+IL+60619/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/@41.6675972,-87.6155042,21773m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e28a08ee8fa79:0xbbb3cf56caa61ee8!2m2!1d-87.60178!2d41.736518!3m4!1m2!1d-87.5216667!2d41.6724304!3s0x8811d8bfb090161f:0xcba9d526f8b583c3!1m5!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3e0",23.0,35
145,8,22,BF,2015-08-15 16:00:39.901080,I-94 E,28.0 miles,40 min,35 - 49 min,"https://www.google.com/maps/dir/875+E+87th+St,+Chicago,+IL+60619/598+E+Dunes+Hwy,+Gary,+IN+46402/@41.5691663,-87.4895651,21793m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x880e28a08ee8fa79:0xbbb3cf56caa61ee8!2m2!1d-87.60178!2d41.736518!3m4!1m2!1d-87.5733568!2d41.5771331!3s0x880e20298df22b51:0x5d5b1cfadee4c6d0!1m5!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!2m1!2b1!3e0",28.0,40
147,8,22,Sky,2015-08-15 16:00:40.631804,I-90 E,20.8 miles,28 min,26 - 32 min,"https://www.google.com/maps/dir/875+E+87th+St,+Chicago,+IL+60619/598+E+Dunes+Hwy,+Gary,+IN+46402/@41.6573445,-87.5382707,21792m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e28a08ee8fa79:0xbbb3cf56caa61ee8!2m2!1d-87.60178!2d41.736518!3m4!1m2!1d-87.5195519!2d41.6664459!3s0x8811d8c7efa45113:0x65455df9652b3d6!1m5!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3e0",20.8,28
21,8,23,BF,2015-08-15 15:59:54.191609,I-94 E,14.5 miles,33 min,29 - 43 min,"https://www.google.com/maps/dir/875+E+87th+St,+Chicago,+IL+60619/899+E+Chicago+Ave,+East+Chicago,+IN+46312/@41.6525389,-87.5719017,18352m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x880e28a08ee8fa79:0xbbb3cf56caa61ee8!2m2!1d-87.60178!2d41.736518!3m4!1m2!1d-87.6017754!2d41.67878!3s0x880e2694642c1e75:0xd7c6cc03f9f69b96!1m5!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!2m1!2b1!3e0",14.5,33
36,8,23,Sky,2015-08-15 15:59:59.845101,I-90 E,13.8 miles,25 min,23 - 30 min,"https://www.google.com/maps/dir/875+E+87th+St,+Chicago,+IL+60619/899+E+Chicago+Ave,+East+Chicago,+IN+46312/@41.669124,-87.5165627,21779m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e28a08ee8fa79:0xbbb3cf56caa61ee8!2m2!1d-87.60178!2d41.736518!3m4!1m2!1d-87.5202782!2d41.6685021!3s0x8811d8bf4129bfed:0xe9a1a6b776b79943!1m5!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!3e0",13.8,25
76,8,24,BF,2015-08-15 16:00:14.512545,I-94 E,35.4 miles,56 min,51 min - 1 h 9 min,"https://www.google.com/maps/dir/875+E+87th+St,+Chicago,+IL+60619/14500+Morse+St,+Cedar+Lake,+IN+46303/@41.5082181,-87.5354732,30844m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e28a08ee8fa79:0xbbb3cf56caa61ee8!2m2!1d-87.60178!2d41.736518!3m4!1m2!1d-87.5822724!2d41.5764263!3s0x880e21d589ede51b:0x929e14f726562377!1m5!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!3e0",35.4,56
90,8,24,Sky,2015-08-15 16:00:19.933679,I-90 E and I-65 S,46.2 miles,59 min,56 min - 1 h 7 min,"https://www.google.com/maps/dir/875+E+87th+St,+Chicago,+IL+60619/14500+Morse+St,+Cedar+Lake,+IN+46303/@41.5906533,-87.4615984,25945m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e28a08ee8fa79:0xbbb3cf56caa61ee8!2m2!1d-87.60178!2d41.736518!3m4!1m2!1d-87.5190278!2d41.6649575!3s0x8811d8c7efa45113:0x65455df9652b3d6!1m5!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!3e0",46.2,59
124,8,25,Sky,2015-08-15 16:00:32.429638,I-90 E and IN-49 S,55.3 miles,1 h 3 min,1 h - 1 h 12 min,"https://www.google.com/maps/dir/875+E+87th+St,+Chicago,+IL+60619/199+E+Indiana+Ave,+Kouts,+IN+46347/@41.6578587,-87.5399127,15452m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e28a08ee8fa79:0xbbb3cf56caa61ee8!2m2!1d-87.60178!2d41.736518!3m4!1m2!1d-87.5190083!2d41.6649002!3s0x8811d8c7efa45113:0x65455df9652b3d6!1m5!1m1!1s0x8811867e866ea59f:0x18dd56f7f4a462dd!2m2!1d-87.0246114!2d41.3183005!3e0",55.3,63
141,8,25,BF,2015-08-15 16:00:38.591401,I-94 E,56.7 miles,1 h 6 min,1 h 1 min - 1 h 16 min,"https://www.google.com/maps/dir/875+E+87th+St,+Chicago,+IL+60619/199+E+Indiana+Ave,+Kouts,+IN+46347/@41.5657242,-87.5550088,7713m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x880e28a08ee8fa79:0xbbb3cf56caa61ee8!2m2!1d-87.60178!2d41.736518!3m4!1m2!1d-87.5769209!2d41.5782005!3s0x880e202b1cd1c9f3:0x3893de4e8591ce88!1m5!1m1!1s0x8811867e866ea59f:0x18dd56f7f4a462dd!2m2!1d-87.0246114!2d41.3183005!2m1!2b1!3e0",56.7,66
10,8,26,Sky,2015-08-15 15:59:50.275105,I-90 E,30.6 miles,37 min,35 - 43 min,"https://www.google.com/maps/dir/Chicago,+IL+60619/41.5881995,-87.1836656/@41.6729822,-87.4954778,11.5z/data=!4m14!4m13!1m10!1m1!1s0x880e28a0616d320f:0x334d97a0858b0239!2m2!1d-87.601192!2d41.7366924!3m4!1m2!1d-87.5191732!2d41.6653735!3s0x8811d8c7efa45113:0x65455df9652b3d6!1m0!3e0",30.6,37
27,8,26,BF,2015-08-15 15:59:56.620452,I-94 E,35.2 miles,42 min,39 - 52 min,"https://www.google.com/maps/dir/Chicago,+IL+60619/41.5881995,-87.1836656/@41.5778752,-87.4242638,11.25z/data=!4m16!4m15!1m10!1m1!1s0x880e28a0616d320f:0x334d97a0858b0239!2m2!1d-87.601192!2d41.7366924!3m4!1m2!1d-87.4318195!2d41.5699134!3s0x8811e7631fae9aeb:0x1fd344a9c675a071!1m0!2m1!2b1!3e0",35.2,42
11,9,20,Sky,2015-08-15 15:59:50.584937,I-55 N,24.3 miles,41 min,36 - 50 min,"https://www.google.com/maps/dir/6401+W+Archer+Ave,+Chicago,+IL+60638/41.658386,+-87.559140/@41.6839383,-87.5961397,15372m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e36ce8df897d5:0xf60d85e1d73720e1!2m2!1d-87.7821987!2d41.7921554!3m4!1m2!1d-87.5607646!2d41.7249276!3s0x880e27dd3707d243:0xdde60fc22d92a88e!1m5!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3e0",24.3,41
33,9,20,BF_DR,2015-08-15 15:59:58.773884,I-94 E,25.7 miles,38 min,32 - 50 min,"https://www.google.com/maps/dir/6401+W+Archer+Ave,+Chicago,+IL+60638/41.658386,+-87.559140/@41.7291199,-87.6517913,25359m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e36ce8df897d5:0xf60d85e1d73720e1!2m2!1d-87.7821987!2d41.7921554!3m4!1m2!1d-87.6261232!2d41.7723968!3s0x880e2ed86a682acb:0x29de6e057e2e53e8!1m5!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3e0",25.7,38
110,9,20,TRI,2015-08-15 16:00:27.118994,I-294 S,33.7 miles,40 min,39 - 49 min,"https://www.google.com/maps/dir/6401+W+Archer+Ave,+Chicago,+IL+60638/41.658386,+-87.559140/@41.6132594,-87.8590839,51745m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e36ce8df897d5:0xf60d85e1d73720e1!2m2!1d-87.7821987!2d41.7921554!3m4!1m2!1d-87.7253574!2d41.6520212!3s0x880e3c9b13abcd19:0x3ca3c2c7bf9d6fca!1m5!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3e0",33.7,40
14,9,21,BF_DR,2015-08-15 15:59:51.651521,I-94 E,43.2 miles,55 min,49 min - 1 h 8 min,"https://www.google.com/maps/dir/6401+W+Archer+Ave,+Chicago,+IL+60638/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/@41.569462,-87.6042213,61703m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e36ce8df897d5:0xf60d85e1d73720e1!2m2!1d-87.7821987!2d41.7921554!3m4!1m2!1d-87.5785913!2d41.6414449!3s0x880e20d8ae494f1f:0xe04c790bc9eb5adc!1m5!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3e0",43.2,55
73,9,21,TRI,2015-08-15 16:00:13.481696,I-294 S and I-80 E,40.0 miles,46 min,45 - 55 min,"https://www.google.com/maps/dir/6401+W+Archer+Ave,+Chicago,+IL+60638/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/@41.5926628,-87.60267,10911m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e36ce8df897d5:0xf60d85e1d73720e1!2m2!1d-87.7821987!2d41.7921554!3m4!1m2!1d-87.5836393!2d41.5776098!3s0x880e21d5d85ef9ef:0x75a5225f57eddfd3!1m5!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3e0",40.0,46
126,9,21,Sky,2015-08-15 16:00:33.181324,I-90 E,38.9 miles,54 min,48 min - 1 h 5 min,"https://www.google.com/maps/dir/6401+W+Archer+Ave,+Chicago,+IL+60638/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/@41.7043581,-87.6798961,61632m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e36ce8df897d5:0xf60d85e1d73720e1!2m2!1d-87.7821987!2d41.7921554!3m4!1m2!1d-87.5207004!2d41.6696965!3s0x8811d8bf4129bfed:0xe9a1a6b776b79943!1m5!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3e0",38.9,54
42,9,22,TRI,2015-08-15 16:00:02.041024,I-294 S and I-80 E,42.1 miles,51 min,49 min - 1 h 1 min,"https://www.google.com/maps/dir/6401+W+Archer+Ave,+Chicago,+IL+60638/598+E+Dunes+Hwy,+Gary,+IN+46402/@41.5986274,-87.6183085,18332m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e36ce8df897d5:0xf60d85e1d73720e1!2m2!1d-87.7821987!2d41.7921554!3m4!1m2!1d-87.5882667!2d41.5776032!3s0x880e21d7b0bc12cf:0xa0b8a57b2f292f8a!1m5!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3e0",42.1,51
71,9,22,Sky,2015-08-15 16:00:12.837283,I-90 E,36.8 miles,48 min,42 - 57 min,"https://www.google.com/maps/dir/6401+W+Archer+Ave,+Chicago,+IL+60638/598+E+Dunes+Hwy,+Gary,+IN+46402/@41.6824895,-87.6056434,15413m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e36ce8df897d5:0xf60d85e1d73720e1!2m2!1d-87.7821987!2d41.7921554!3m4!1m2!1d-87.5197132!2d41.6669027!3s0x8811d8c7efa45113:0x65455df9652b3d6!1m5!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3e0",36.8,48
132,9,22,BF_DR,2015-08-15 16:00:35.367789,I-94 E,45.3 miles,1 h,53 min - 1 h 14 min,"https://www.google.com/maps/dir/6401+W+Archer+Ave,+Chicago,+IL+60638/598+E+Dunes+Hwy,+Gary,+IN+46402/@41.5261543,-87.6768379,61613m/data=!3m1!1e3!4m24!4m23!1m15!1m1!1s0x880e36ce8df897d5:0xf60d85e1d73720e1!2m2!1d-87.7821987!2d41.7921554!3m4!1m2!1d-87.5785856!2d41.6407916!3s0x880e20d8ae494f1f:0xe04c790bc9eb5adc!3m4!1m2!1d-87.5822619!2d41.606401!3s0x880e21ad8a1f15ad:0xb8ed44b702fc0f8!1m5!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3e0",45.3,60
38,9,23,Sky,2015-08-15 16:00:00.588903,I-90 E,29.8 miles,45 min,40 - 55 min,"https://www.google.com/maps/dir/6401+W+Archer+Ave,+Chicago,+IL+60638/899+E+Chicago+Ave,+East+Chicago,+IN+46312/@41.6491035,-87.6185008,51875m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e36ce8df897d5:0xf60d85e1d73720e1!2m2!1d-87.7821987!2d41.7921554!3m4!1m2!1d-87.5167236!2d41.6583875!3s0x8811d8cbb87ac5b3:0x2c2382e2800a4538!1m5!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!3e0",29.8,45
